Target  ▾	RA	DEC	Sp. Type	T_eff [K]	B [mag]	V [mag]	G [mag]	Dist [pc]	Explore data	Data products (ascii)	Data products (csv)
HD125881	14:24:45.9776	-63:42:23.637	G2V	N/A	7.850	7.250	7.105	36.32	GLS Plot	HD125881_harps_all-data_v1.dat	HD125881_harps_all-data_v1.csv
HD12617	02:02:45.0457	-40:57:03.141	K3V	4808.9	10.040	9.000	8.703	32.72	GLS Plot	HD12617_harps_all-data_v1.dat	HD12617_harps_all-data_v1.csv
HD126248	14:24:11.3443	+05:49:12.467	A3V	8247.0	5.222	5.094	5.047	45.86	GLS Plot	HD126248_harps_all-data_v1.dat	HD126248_harps_all-data_v1.csv
HD126515	14:25:55.8784	+00:59:33.756	ApEuSrCr	9422.5	7.090	7.070	7.071	132.13	GLS Plot	HD126515_harps_all-data_v1.dat	HD126515_harps_all-data_v1.csv
HD126535	14:26:34.7018	-18:49:12.200	K1V	5263.5	9.750	8.830	8.634	43.69	GLS Plot	HD126535_harps_all-data_v1.dat	HD126535_harps_all-data_v1.csv
HD126583	14:25:58.2550	+13:25:59.746	G5	N/A	8.830	nan	7.856	34.69	GLS Plot	HD126583_harps_all-data_v1.dat	HD126583_harps_all-data_v1.csv
HD126661	14:26:27.3652	+19:13:36.847	kA7hA8mF2(III)((Sr))	7735.3	5.637	5.394	5.347	97.77	GLS Plot	HD126661_harps_all-data_v1.dat	HD126661_harps_all-data_v1.csv
HD126793	14:30:12.6566	-62:51:44.463	G0wF3/5	5940.6	8.760	8.240	8.049	60.87	GLS Plot	HD126793_harps_all-data_v1.dat	HD126793_harps_all-data_v1.csv
HD126803	14:29:03.2566	-46:44:28.040	G5V	N/A	9.620	8.940	8.751	50.77	GLS Plot	HD126803_harps_all-data_v1.dat	HD126803_harps_all-data_v1.csv
HD126829	14:28:12.2288	-16:06:36.349	K4+Vk:	4643.7	10.920	9.810	9.415	35.19	GLS Plot	HD126829_harps_all-data_v1.dat	HD126829_harps_all-data_v1.csv
HD126999	14:30:13.8499	-46:57:01.808	K6V	N/A	11.330	10.130	9.684	35.16	GLS Plot	HD126999_harps_all-data_v1.dat	HD126999_harps_all-data_v1.csv
HD127124	14:31:16.0998	-51:22:56.782	K0V	4968.3	10.510	9.530	9.253	47.14	GLS Plot	HD127124_harps_all-data_v1.dat	HD127124_harps_all-data_v1.csv
HD127423	14:32:24.5700	-37:49:02.488	G0V	5982.6	9.100	8.530	8.389	68.96	GLS Plot	HD127423_harps_all-data_v1.dat	HD127423_harps_all-data_v1.csv
HD128207	14:36:44.1324	-40:12:41.689	B8V	8868.7	5.624	5.736	5.705	142.78	GLS Plot	HD128207_harps_all-data_v1.dat	HD128207_harps_all-data_v1.csv
HD128356	14:37:04.8881	-25:48:09.258	K2.5IV	4908.7	9.300	8.260	7.977	26.17	GLS Plot	HD128356_harps_all-data_v1.dat	HD128356_harps_all-data_v1.csv
HD128429	14:36:59.7959	-12:18:19.068	F6V	N/A	6.660	6.200	6.063	26.90	GLS Plot	HD128429_harps_all-data_v1.dat	HD128429_harps_all-data_v1.csv
HD128431	14:37:34.0053	-29:22:02.670	G8V	5566.0	9.900	9.140	8.999	53.34	GLS Plot	HD128431_harps_all-data_v1.dat	HD128431_harps_all-data_v1.csv
HD128571	14:40:39.1113	-65:25:06.033	F7V	6159.0	8.320	7.820	7.683	58.98	GLS Plot	HD128571_harps_all-data_v1.dat	HD128571_harps_all-data_v1.csv
HD128674	14:40:28.2620	-57:01:46.401	G7V	N/A	8.060	7.380	7.203	25.69	GLS Plot	HD128674_harps_all-data_v1.dat	HD128674_harps_all-data_v1.csv
HD128760	14:40:12.6851	-45:32:45.448	F8/G0V	6073.9	8.650	8.120	7.978	62.65	GLS Plot	HD128760_harps_all-data_v1.dat	HD128760_harps_all-data_v1.csv
HD129191	14:41:16.1814	-04:56:41.531	G6V	5780.0	8.870	8.210	8.036	54.38	GLS Plot	HD129191_harps_all-data_v1.dat	HD129191_harps_all-data_v1.csv
HD129229	14:41:18.8085	+03:26:55.568	G0V	5822.9	8.980	8.410	8.242	133.08	GLS Plot	HD129229_harps_all-data_v1.dat	HD129229_harps_all-data_v1.csv
HD12932	02:06:15.8110	-19:07:26.207	ApSrEuCr	7471.9	10.560	10.170	10.182	416.11	GLS Plot	HD12932_harps_all-data_v1.dat	HD12932_harps_all-data_v1.csv
HD129422	14:45:17.3359	-62:52:32.340	A9III/IV	7114.0	5.644	5.360	5.262	49.22	GLS Plot	HD129422_harps_all-data_v1.dat	HD129422_harps_all-data_v1.csv
HD129642	14:45:09.7388	-49:54:58.598	K2+V	N/A	9.340	8.390	8.110	27.40	GLS Plot	HD129642_harps_all-data_v1.dat	HD129642_harps_all-data_v1.csv
HD129685	14:44:59.2017	-35:11:30.575	A0IVnn	9294.8	4.927	4.924	4.867	70.82	GLS Plot	HD129685_harps_all-data_v1.dat	HD129685_harps_all-data_v1.csv
HD129704	14:45:08.1757	-38:45:16.948	M4III	3304.0	9.950	8.600	7.157	457.62	GLS Plot	HD129704_harps_all-data_v1.dat	HD129704_harps_all-data_v1.csv
HD129750	14:47:57.1290	-68:31:10.759	B9IV(pSi)	9045.0	7.120	7.150	nan	nan	GLS Plot	HD129750_harps_all-data_v1.dat	HD129750_harps_all-data_v1.csv
HD129814	14:44:11.6934	+18:27:43.623	G5V	5816.0	nan	nan	7.357	42.00	GLS Plot	HD129814_harps_all-data_v1.dat	HD129814_harps_all-data_v1.csv
HD129899	14:51:30.0353	-77:10:33.494	ApSi	9560.7	6.410	6.440	6.404	273.96	GLS Plot	HD129899_harps_all-data_v1.dat	HD129899_harps_all-data_v1.csv
HD129926	14:46:00.0799	-25:26:35.435	F0VSr+G1V	7158.0	nan	nan	nan	nan	GLS Plot	HD129926_harps_all-data_v1.dat	HD129926_harps_all-data_v1.csv
HD130109	14:46:14.9253	+01:53:34.384	A0IIInn	7681.0	3.720	3.730	3.610	39.78	GLS Plot	HD130109_harps_all-data_v1.dat	HD130109_harps_all-data_v1.csv
HD130322	14:47:32.7265	-00:16:53.305	K0V	5322.8	8.820	8.040	7.834	31.91	GLS Plot	HD130322_harps_all-data_v1.dat	HD130322_harps_all-data_v1.csv
HD13060	02:00:47.2112	-80:31:57.766	K1V	5242.5	9.720	8.930	8.699	44.22	GLS Plot	HD13060_harps_all-data_v1.dat	HD13060_harps_all-data_v1.csv
HD130694	14:50:17.3014	-27:57:37.338	K2.5IIIbFe-1:	4055.0	5.810	4.410	3.821	87.38	GLS Plot	HD130694_harps_all-data_v1.dat	HD130694_harps_all-data_v1.csv
HD130930	14:52:17.7360	-43:49:05.491	K2V	4991.0	9.650	8.710	8.432	33.21	GLS Plot	HD130930_harps_all-data_v1.dat	HD130930_harps_all-data_v1.csv
HD130952	14:51:01.0727	-02:17:56.948	K0III/IV	4862.0	5.920	4.940	4.589	61.83	GLS Plot	HD130952_harps_all-data_v1.dat	HD130952_harps_all-data_v1.csv
HD131218	14:59:39.2246	-78:30:39.101	G3V	5770.7	9.400	8.740	8.589	56.22	GLS Plot	HD131218_harps_all-data_v1.dat	HD131218_harps_all-data_v1.csv
HD131399	14:54:25.3091	-34:08:34.041	A1V	N/A	7.190	7.080	nan	nan	GLS Plot	HD131399_harps_all-data_v1.dat	HD131399_harps_all-data_v1.csv
HD13147	02:07:10.1851	-47:47:54.580	G6IV/V	5600.8	9.890	9.210	9.022	111.21	GLS Plot	HD13147_harps_all-data_v1.dat	HD13147_harps_all-data_v1.csv
HD131653	14:55:07.0767	-09:05:50.315	G8V	N/A	10.220	9.500	9.307	57.45	GLS Plot	HD131653_harps_all-data_v1.dat	HD131653_harps_all-data_v1.csv
HD131664	15:00:06.0799	-73:32:07.226	G3V	5800.2	8.820	8.130	7.966	52.89	GLS Plot	HD131664_harps_all-data_v1.dat	HD131664_harps_all-data_v1.csv
HD13183	02:07:18.0602	-53:11:56.532	G7V	5566.3	9.340	8.650	8.519	49.53	GLS Plot	HD13183_harps_all-data_v1.dat	HD13183_harps_all-data_v1.csv
HD132052	14:57:10.9983	-04:20:47.252	F2V	6686.0	4.810	4.490	4.333	27.54	GLS Plot	HD132052_harps_all-data_v1.dat	HD132052_harps_all-data_v1.csv
HD132307	14:58:10.8764	+06:54:17.856	G5	5383.3	nan	nan	7.944	34.65	GLS Plot	HD132307_harps_all-data_v1.dat	HD132307_harps_all-data_v1.csv
HD13252	02:08:56.5230	-27:25:10.627	G8V	5389.7	10.070	9.310	9.130	58.33	GLS Plot	HD13252_harps_all-data_v1.dat	HD13252_harps_all-data_v1.csv
HD132569	15:00:19.9611	-16:32:28.344	K1V	4992.7	10.680	9.720	9.531	48.28	GLS Plot	HD132569_harps_all-data_v1.dat	HD132569_harps_all-data_v1.csv
HD13263	02:06:58.9324	-65:56:44.722	G8III	5135.0	7.590	6.710	6.468	151.46	GLS Plot	HD13263_harps_all-data_v1.dat	HD13263_harps_all-data_v1.csv
HD132648	15:01:53.2665	-47:00:26.904	G8.5V	5499.6	8.470	7.750	7.541	26.29	GLS Plot	HD132648_harps_all-data_v1.dat	HD132648_harps_all-data_v1.csv
HD132944	15:04:02.2506	-54:20:21.048	G8/K1(III)	4468.2	10.360	9.080	8.653	728.01	GLS Plot	HD132944_harps_all-data_v1.dat	HD132944_harps_all-data_v1.csv
HD133112	15:02:44.8679	-03:01:52.986	A4/5IV/V	7850.1	6.788	6.618	6.554	100.01	GLS Plot	HD133112_harps_all-data_v1.dat	HD133112_harps_all-data_v1.csv
HD133469	15:05:33.9051	-30:33:03.104	F5.5V	6389.2	6.940	6.480	6.351	35.20	GLS Plot	HD133469_harps_all-data_v1.dat	HD133469_harps_all-data_v1.csv
HD13350	02:09:44.4652	-30:44:46.480	G8IV(+F)	5525.7	9.690	8.930	8.764	82.59	GLS Plot	HD13350_harps_all-data_v1.dat	HD13350_harps_all-data_v1.csv
HD13357	02:10:52.0791	+13:40:59.788	G5IV	5709.0	8.350	7.650	nan	32.88	GLS Plot	HD13357_harps_all-data_v1.dat	HD13357_harps_all-data_v1.csv
HD133574	15:06:17.9369	-35:24:22.352	A9/F0V	7133.2	9.030	8.690	8.627	156.30	GLS Plot	HD133574_harps_all-data_v1.dat	HD133574_harps_all-data_v1.csv
HD133600	15:05:13.2481	+06:17:23.691	G0	5807.0	nan	nan	8.021	54.60	GLS Plot	HD133600_harps_all-data_v1.dat	HD133600_harps_all-data_v1.csv
HD133633	15:08:15.1949	-59:57:16.605	G5/8	N/A	9.440	8.790	8.606	51.87	GLS Plot	HD133633_harps_all-data_v1.dat	HD133633_harps_all-data_v1.csv
HD133813	15:12:23.4362	-75:15:15.642	G9V	5118.0	10.230	9.378	9.262	52.54	GLS Plot	HD133813_harps_all-data_v1.dat	HD133813_harps_all-data_v1.csv
HD134060	15:10:44.7429	-61:25:20.361	G0VFe+0.4	5922.0	6.910	6.285	6.133	24.03	GLS Plot	HD134060_harps_all-data_v1.dat	HD134060_harps_all-data_v1.csv
HD134088	15:08:12.5670	-07:54:47.535	G2/3(V)	N/A	9.266	9.018	7.823	39.24	GLS Plot	HD134088_harps_all-data_v1.dat	HD134088_harps_all-data_v1.csv
HD134113	15:07:46.5001	+08:52:47.210	F9	N/A	8.830	nan	8.093	72.33	GLS Plot	HD134113_harps_all-data_v1.dat	HD134113_harps_all-data_v1.csv
HD134214	15:09:02.4050	-13:59:58.672	F2VpSrCrEu	6908.5	7.840	7.460	7.404	93.18	GLS Plot	HD134214_harps_all-data_v1.dat	HD134214_harps_all-data_v1.csv
HD13423	02:10:04.8060	-43:48:56.065	G8III	5126.0	7.212	6.322	6.080	131.72	GLS Plot	HD13423_harps_all-data_v1.dat	HD13423_harps_all-data_v1.csv
HD134305	15:08:44.8571	+12:29:19.994	A7p	7832.0	7.450	7.250	7.207	173.86	GLS Plot	HD134305_harps_all-data_v1.dat	HD134305_harps_all-data_v1.csv
HD134330	15:10:43.2147	-43:43:00.893	G6V	5622.5	8.280	7.590	7.430	31.37	GLS Plot	HD134330_harps_all-data_v1.dat	HD134330_harps_all-data_v1.csv
HD134353	15:08:51.9720	+19:02:19.066	K0	5336.0	9.142	8.265	8.059	34.01	GLS Plot	HD134353_harps_all-data_v1.dat	HD134353_harps_all-data_v1.csv
HD134481	15:11:56.0760	-48:44:16.127	B9.5Vne	9051.5	3.670	3.700	3.768	54.14	GLS Plot	HD134481_harps_all-data_v1.dat	HD134481_harps_all-data_v1.csv
HD134606	15:15:15.0442	-70:31:10.643	G6IV	5586.5	7.610	6.854	6.678	26.81	GLS Plot	HD134606_harps_all-data_v1.dat	HD134606_harps_all-data_v1.csv
HD134664	15:12:10.3535	-30:53:10.651	G1.5V	5799.5	8.400	7.730	7.602	40.84	GLS Plot	HD134664_harps_all-data_v1.dat	HD134664_harps_all-data_v1.csv
HD134702	15:12:30.3392	-35:55:08.189	G3V	5852.0	9.010	8.350	8.200	49.79	GLS Plot	HD134702_harps_all-data_v1.dat	HD134702_harps_all-data_v1.csv
HD134888	15:13:27.9630	-33:08:50.205	F3/5V	6416.4	9.210	8.740	8.659	112.32	GLS Plot	HD134888_harps_all-data_v1.dat	HD134888_harps_all-data_v1.csv
HD134929	15:13:58.9565	-41:27:30.030	G8/K0III	N/A	9.470	8.660	8.471	43.06	GLS Plot	HD134929_harps_all-data_v1.dat	HD134929_harps_all-data_v1.csv
HD134987	15:13:28.6671	-25:18:33.654	G6IV-V	N/A	7.168	6.460	6.286	26.20	GLS Plot	HD134987_harps_all-data_v1.dat	HD134987_harps_all-data_v1.csv
HD13513A	02:11:02.2148	-35:40:14.757	N/A	N/A	11.600	10.210	9.702	22.35	GLS Plot	HD13513A_harps_all-data_v1.dat	HD13513A_harps_all-data_v1.csv
HD135468	15:16:54.9655	-46:12:08.482	F6V	6244.4	6.930	6.450	6.310	55.17	GLS Plot	HD135468_harps_all-data_v1.dat	HD135468_harps_all-data_v1.csv
HD135559	15:15:49.0775	+00:22:19.695	A5V	8072.7	5.800	5.623	5.584	47.39	GLS Plot	HD135559_harps_all-data_v1.dat	HD135559_harps_all-data_v1.csv
HD135592	15:19:45.7123	-66:29:45.741	F7Ib/II	5220.0	6.960	6.390	6.416	677.78	GLS Plot	HD135592_harps_all-data_v1.dat	HD135592_harps_all-data_v1.csv
HD135625	15:17:48.4079	-45:55:20.694	G3IV/V	5950.3	8.310	7.710	7.566	56.61	GLS Plot	HD135625_harps_all-data_v1.dat	HD135625_harps_all-data_v1.csv
HD13578	02:10:08.2316	-64:21:18.300	G3IV	N/A	8.110	7.490	7.340	55.11	GLS Plot	HD13578_harps_all-data_v1.dat	HD13578_harps_all-data_v1.csv
HD135953	15:19:05.4195	-36:21:44.203	F5V	6148.0	9.860	9.360	9.246	130.48	GLS Plot	HD135953_harps_all-data_v1.dat	HD135953_harps_all-data_v1.csv
HD136352	15:21:48.1511	-48:19:03.462	G3/5V	N/A	6.300	5.650	5.462	14.69	GLS Plot	HD136352_harps_all-data_v1.dat	HD136352_harps_all-data_v1.csv
HD136894	15:24:02.4276	-27:18:18.795	G8+V	5457.0	8.270	7.530	7.319	26.92	GLS Plot	HD136894_harps_all-data_v1.dat	HD136894_harps_all-data_v1.csv
HD13692	02:13:00.9875	-21:00:00.480	K0III	4879.0	6.878	5.867	5.576	115.33	GLS Plot	HD13692_harps_all-data_v1.dat	HD13692_harps_all-data_v1.csv
HD137010	15:24:21.2510	-19:44:21.678	K3.5V	N/A	11.070	10.140	9.700	44.85	GLS Plot	HD137010_harps_all-data_v1.dat	HD137010_harps_all-data_v1.csv
HD137057	15:25:16.0514	-38:09:28.431	F3V	6750.5	8.780	8.410	8.334	143.78	GLS Plot	HD137057_harps_all-data_v1.dat	HD137057_harps_all-data_v1.csv
HD13724	02:12:20.6773	-46:48:58.956	G3/5V	5775.3	8.560	7.870	7.730	43.52	GLS Plot	HD13724_harps_all-data_v1.dat	HD13724_harps_all-data_v1.csv
HD137388	15:35:39.9207	-80:12:16.538	K2IV	5197.5	9.590	8.700	8.480	40.53	GLS Plot	HD137388_harps_all-data_v1.dat	HD137388_harps_all-data_v1.csv
HD13789	02:14:13.5707	-03:38:06.733	K3/4V	4704.0	9.609	8.536	8.196	22.69	GLS Plot	HD13789_harps_all-data_v1.dat	HD13789_harps_all-data_v1.csv
HD137909	15:27:49.7315	+29:06:20.522	F2VpSrCrEuSi	6380.0	3.970	3.680	3.427	28.68	GLS Plot	HD137909_harps_all-data_v1.dat	HD137909_harps_all-data_v1.csv
HD13808	02:12:42.9255	-53:44:38.012	K2V	5085.8	9.232	8.380	8.110	28.25	GLS Plot	HD13808_harps_all-data_v1.dat	HD13808_harps_all-data_v1.csv
HD138403	15:37:11.2073	-71:54:52.885	O8(f)ep	5373.2	10.240	10.470	10.708	nan	GLS Plot	HD138403_harps_all-data_v1.dat	HD138403_harps_all-data_v1.csv
HD138549	15:33:53.5575	-31:01:08.578	G8IV-V	5573.0	8.670	7.960	7.776	36.17	GLS Plot	HD138549_harps_all-data_v1.dat	HD138549_harps_all-data_v1.csv
HD138573	15:32:43.6531	+10:58:05.879	G5IV-V	5733.5	nan	nan	7.057	30.03	GLS Plot	HD138573_harps_all-data_v1.dat	HD138573_harps_all-data_v1.csv
HD138716	15:34:10.7020	-10:03:52.306	K1III-IV	N/A	5.630	4.620	4.247	28.42	GLS Plot	HD138716_harps_all-data_v1.dat	HD138716_harps_all-data_v1.csv
HD138763	15:34:20.8079	-05:41:42.337	F9IV-V	6032.0	7.097	6.520	6.360	25.49	GLS Plot	HD138763_harps_all-data_v1.dat	HD138763_harps_all-data_v1.csv
HD138799	15:38:53.9950	-69:12:32.673	K1/2(V)	5226.2	9.940	9.090	8.871	48.36	GLS Plot	HD138799_harps_all-data_v1.dat	HD138799_harps_all-data_v1.csv
HD138914	15:40:19.0842	-71:34:04.660	K2V	4981.5	10.510	9.530	9.248	44.57	GLS Plot	HD138914_harps_all-data_v1.dat	HD138914_harps_all-data_v1.csv
HD13904	02:15:42.2974	+10:46:15.643	G0	5820.0	10.050	9.480	9.343	101.09	GLS Plot	HD13904_harps_all-data_v1.dat	HD13904_harps_all-data_v1.csv
HD139084	15:38:57.5579	-57:42:27.297	K0V	5095.6	8.780	7.977	7.656	40.11	GLS Plot	HD139084_harps_all-data_v1.dat	HD139084_harps_all-data_v1.csv
HD139129	15:38:49.4713	-52:22:21.712	A0V	9450.0	5.421	5.423	5.399	124.88	GLS Plot	HD139129_harps_all-data_v1.dat	HD139129_harps_all-data_v1.csv
HD139189	15:39:53.9252	-61:11:00.065	K0V	5070.3	10.500	9.490	9.210	47.69	GLS Plot	HD139189_harps_all-data_v1.dat	HD139189_harps_all-data_v1.csv
HD139211	15:39:56.5438	-59:54:30.008	F6IV	6335.5	6.430	5.950	5.815	30.59	GLS Plot	HD139211_harps_all-data_v1.dat	HD139211_harps_all-data_v1.csv
HD139271	15:38:42.1802	-39:07:39.882	A3/5mA3-F2	7939.0	6.244	6.041	6.011	124.98	GLS Plot	HD139271_harps_all-data_v1.dat	HD139271_harps_all-data_v1.csv
HD139332	15:39:07.7054	-42:38:14.303	K3V	N/A	10.690	9.760	9.439	46.93	GLS Plot	HD139332_harps_all-data_v1.dat	HD139332_harps_all-data_v1.csv
HD13940	02:14:31.9451	-41:10:00.346	G8III	5013.7	6.872	5.907	5.645	106.55	GLS Plot	HD13940_harps_all-data_v1.dat	HD13940_harps_all-data_v1.csv
HD139536	15:43:59.1111	-71:42:17.532	K1/2(V)	N/A	11.020	10.140	9.819	62.15	GLS Plot	HD139536_harps_all-data_v1.dat	HD139536_harps_all-data_v1.csv
HD139590	15:39:01.0555	-00:18:41.400	G3V	6142.2	8.060	7.510	7.354	50.86	GLS Plot	HD139590_harps_all-data_v1.dat	HD139590_harps_all-data_v1.csv
HD139710	15:40:22.9395	-20:58:16.620	K1V	5120.4	10.600	9.700	9.451	53.52	GLS Plot	HD139710_harps_all-data_v1.dat	HD139710_harps_all-data_v1.csv
HD139763	15:40:34.5700	-18:02:56.495	K6Vk	4125.8	10.235	8.910	8.359	15.57	GLS Plot	HD139763_harps_all-data_v1.dat	HD139763_harps_all-data_v1.csv
HD139879	15:40:55.3584	-08:59:54.835	G3V	6074.6	8.560	7.930	7.815	59.36	GLS Plot	HD139879_harps_all-data_v1.dat	HD139879_harps_all-data_v1.csv
HD13997	02:16:27.7333	+12:22:47.158	G8	N/A	8.810	nan	7.793	36.95	GLS Plot	HD13997_harps_all-data_v1.dat	HD13997_harps_all-data_v1.csv
HD140637	15:45:47.6004	-30:20:55.746	K2V	4583.7	10.340	9.370	8.906	38.71	GLS Plot	HD140637_harps_all-data_v1.dat	HD140637_harps_all-data_v1.csv
HD140785	15:47:12.8615	-42:12:17.003	G5V	5773.5	8.030	7.370	7.208	54.45	GLS Plot	HD140785_harps_all-data_v1.dat	HD140785_harps_all-data_v1.csv
HD141011	15:48:24.7804	-42:37:05.008	F5V	6508.7	9.390	8.970	8.841	128.61	GLS Plot	HD141011_harps_all-data_v1.dat	HD141011_harps_all-data_v1.csv
HD141024	15:46:22.5094	+13:43:14.714	G5	5717.8	8.640	7.930	7.754	73.56	GLS Plot	HD141024_harps_all-data_v1.dat	HD141024_harps_all-data_v1.csv
HD141128	15:47:38.1003	-09:28:49.585	F3/5V	6547.8	7.440	7.000	6.888	50.99	GLS Plot	HD141128_harps_all-data_v1.dat	HD141128_harps_all-data_v1.csv
HD14127	02:17:19.7581	+05:21:38.670	F7/8V	6104.9	9.070	8.510	8.413	67.48	GLS Plot	HD14127_harps_all-data_v1.dat	HD14127_harps_all-data_v1.csv
HD141344	15:52:58.4150	-66:37:47.217	F3V	6085.9	9.500	9.000	8.840	262.16	GLS Plot	HD141344_harps_all-data_v1.dat	HD141344_harps_all-data_v1.csv
HD141513	15:49:37.2069	-03:25:48.735	B9.5III	6907.0	3.490	3.530	nan	nan	GLS Plot	HD141513_harps_all-data_v1.dat	HD141513_harps_all-data_v1.csv
HD141597	15:50:39.8507	-23:15:29.489	F5/6V	6281.5	7.930	7.460	7.322	53.30	GLS Plot	HD141597_harps_all-data_v1.dat	HD141597_harps_all-data_v1.csv
HD141598	15:50:44.2525	-24:00:09.534	G3V	5590.4	9.470	8.760	8.583	58.63	GLS Plot	HD141598_harps_all-data_v1.dat	HD141598_harps_all-data_v1.csv
HD141637	15:50:58.7451	-25:45:04.662	B1.5Vn	9497.0	4.552	4.635	4.547	145.02	GLS Plot	HD141637_harps_all-data_v1.dat	HD141637_harps_all-data_v1.csv
HD141851	15:51:15.5941	-03:05:25.793	A2IV-Vn	7670.0	5.230	5.100	4.982	58.61	GLS Plot	HD141851_harps_all-data_v1.dat	HD141851_harps_all-data_v1.csv
HD141937	15:52:17.5481	-18:26:09.793	G1V	5890.0	7.870	7.250	7.091	33.39	GLS Plot	HD141937_harps_all-data_v1.dat	HD141937_harps_all-data_v1.csv
HD141943	15:53:27.2914	-42:16:00.711	G2	5673.3	8.480	7.975	7.779	60.34	GLS Plot	HD141943_harps_all-data_v1.dat	HD141943_harps_all-data_v1.csv
HD141969	15:56:01.6946	-66:09:09.229	BC0Ibe	8453.0	10.750	10.950	10.838	4813.00	GLS Plot	HD141969_harps_all-data_v1.dat	HD141969_harps_all-data_v1.csv
HD142070	15:52:35.0678	-01:01:52.823	B9V	8130.0	8.160	7.970	7.931	180.53	GLS Plot	HD142070_harps_all-data_v1.dat	HD142070_harps_all-data_v1.csv
HD142072	15:52:33.7494	-01:54:22.782	G6V	5785.0	8.530	7.878	7.701	40.67	GLS Plot	HD142072_harps_all-data_v1.dat	HD142072_harps_all-data_v1.csv
HD142139	15:56:05.9108	-60:28:56.941	A1IV/V	9033.2	5.820	5.760	5.736	69.76	GLS Plot	HD142139_harps_all-data_v1.dat	HD142139_harps_all-data_v1.csv
HD142331	15:54:19.7884	-08:34:49.368	G5V	5692.2	9.390	8.750	8.554	60.84	GLS Plot	HD142331_harps_all-data_v1.dat	HD142331_harps_all-data_v1.csv
HD142527	15:56:41.8888	-42:19:23.245	F6III	5321.0	9.040	8.340	8.094	157.33	GLS Plot	HD142527_harps_all-data_v1.dat	HD142527_harps_all-data_v1.csv
HD142629	15:56:53.4933	-33:57:58.012	A3V	8541.0	5.180	5.080	5.055	65.17	GLS Plot	HD142629_harps_all-data_v1.dat	HD142629_harps_all-data_v1.csv
HD142630	15:56:54.1126	-33:57:51.334	B9V	9002.5	5.610	5.550	5.588	64.56	GLS Plot	HD142630_harps_all-data_v1.dat	HD142630_harps_all-data_v1.csv
HD142879	16:15:45.3289	-84:07:28.322	G3V	5844.3	9.370	8.750	8.594	52.98	GLS Plot	HD142879_harps_all-data_v1.dat	HD142879_harps_all-data_v1.csv
HD142921	16:00:37.1780	-61:18:14.139	G2V	4572.5	8.590	7.940	7.799	57.23	GLS Plot	HD142921_harps_all-data_v1.dat	HD142921_harps_all-data_v1.csv
HD142A	00:06:19.1754	-49:04:30.681	F7V	N/A	6.300	5.760	5.565	26.21	GLS Plot	HD142A_harps_all-data_v1.dat	HD142A_harps_all-data_v1.csv
HD143114	15:59:38.2679	-29:37:57.206	G0+V	5863.6	7.940	7.330	7.183	36.30	GLS Plot	HD143114_harps_all-data_v1.dat	HD143114_harps_all-data_v1.csv
HD143361	16:01:50.3482	-44:26:04.343	G6V	5470.0	9.930	9.160	9.016	68.65	GLS Plot	HD143361_harps_all-data_v1.dat	HD143361_harps_all-data_v1.csv
HD143436	16:00:18.8372	+00:08:13.230	G3V	5816.0	nan	nan	7.884	44.81	GLS Plot	HD143436_harps_all-data_v1.dat	HD143436_harps_all-data_v1.csv
HD143638	16:03:53.5806	-50:56:33.786	G0	5965.8	9.040	8.490	8.339	63.03	GLS Plot	HD143638_harps_all-data_v1.dat	HD143638_harps_all-data_v1.csv
HD14374	02:19:16.0361	-00:46:47.420	G8V	5449.0	9.230	8.480	8.287	39.34	GLS Plot	HD14374_harps_all-data_v1.dat	HD14374_harps_all-data_v1.csv
HD143790	16:03:34.3585	-32:00:01.920	F5IV/V	6399.0	6.455	5.993	5.867	57.87	GLS Plot	HD143790_harps_all-data_v1.dat	HD143790_harps_all-data_v1.csv
HD144059	16:08:31.9961	-67:19:20.064	ApSi	8779.0	8.970	9.020	9.003	825.29	GLS Plot	HD144059_harps_all-data_v1.dat	HD144059_harps_all-data_v1.csv
HD144411	16:06:11.3464	-10:59:26.527	K3V	4925.2	10.590	9.540	9.347	39.18	GLS Plot	HD144411_harps_all-data_v1.dat	HD144411_harps_all-data_v1.csv
HD144497	16:06:59.7817	-22:58:38.017	K2.5Vk:	4925.0	10.020	9.150	8.888	35.83	GLS Plot	HD144497_harps_all-data_v1.dat	HD144497_harps_all-data_v1.csv
HD14452	02:13:34.8036	-79:01:26.193	K0V	5345.0	10.110	9.340	9.117	52.36	GLS Plot	HD14452_harps_all-data_v1.dat	HD14452_harps_all-data_v1.csv
HD144550	16:07:34.4034	-31:33:08.800	G5V	5668.1	9.290	8.580	8.435	80.97	GLS Plot	HD144550_harps_all-data_v1.dat	HD144550_harps_all-data_v1.csv
HD144585	16:07:03.3698	-14:04:16.670	G2V	N/A	6.980	6.320	6.143	27.54	GLS Plot	HD144585_harps_all-data_v1.dat	HD144585_harps_all-data_v1.csv
HD144589	16:07:38.8165	-29:57:44.878	G8/K1(III)+(F)	6085.0	10.340	9.800	9.688	227.84	GLS Plot	HD144589_harps_all-data_v1.dat	HD144589_harps_all-data_v1.csv
HD144608	16:07:24.3281	-20:52:07.551	G4II-III	5320.0	5.170	4.330	4.014	92.01	GLS Plot	HD144608_harps_all-data_v1.dat	HD144608_harps_all-data_v1.csv
